sku,style_id,catalog,category,weight,tp1,tp2,mrp_old,final_mrp_old,ajio_mrp,amazon_mrp,amazon_fba_mrp,flipkart_mrp,limeroad_mrp,myntra_mrp,paytm_mrp,snapdeal_mrp,style,size,asin
Os135_14274_S,Os135_14274,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os135_14274_M,Os135_14274,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os135_14274_L,Os135_14274,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os135_14274_XL,Os135_14274,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os135_14274_2XL,Os135_14274,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os137_14380_S,Os137_14380,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os137_14380_M,Os137_14380,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os137_14380_L,Os137_14380,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os137_14380_XL,Os137_14380,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os137_14380_2XL,Os137_14380,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os138_14206_S,Os138_14206,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os138_14206_M,Os138_14206,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os138_14206_L,Os138_14206,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os138_14206_XL,Os138_14206,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os138_14206_2XL,Os138_14206,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os139_14275_S,Os139_14275,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os139_14275_M,Os139_14275,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os139_14275_L,Os139_14275,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os139_14275_XL,Os139_14275,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os139_14275_2XL,Os139_14275,Mix,Gown,0.4,695.0,562.95,2795.0,2795.0,2795,2795,2795,2795,2795,2795,2795,2795,,,
Os254_15374_S,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os254_15374_M,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os254_15374_L,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os254_15374_XL,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os254_15374_2XL,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os254_15374_3XL,Os254_15374,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_S,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_M,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_L,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_XL,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_2XL,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os255_15375_3XL,Os255_15375,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_S,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_M,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_L,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_XL,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_2XL,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os256_15376_3XL,Os256_15376,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_S,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_M,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_L,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_XL,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_2XL,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os257_15377_3XL,Os257_15377,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_S,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_M,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_L,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_XL,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_2XL,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os258_15378_3XL,Os258_15378,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_S,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_M,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_L,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_XL,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_2XL,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os259_15379_3XL,Os259_15379,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_S,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_M,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_L,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_XL,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_2XL,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os260_15380_3XL,Os260_15380,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_S,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_M,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_L,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_XL,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_2XL,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os261_15381_3XL,Os261_15381,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os263_15383_S,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os263_15383_M,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os263_15383_L,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os263_15383_XL,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os263_15383_2XL,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os263_15383_3XL,Os263_15383,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1695,,,
Os1076_S,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1076_M,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1076_L,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1076_XL,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1076_2XL,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1076_3XL,Os1076,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_S,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_M,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_L,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_XL,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_2XL,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1074_3XL,Os1074,Surmaya,Kurta Set,0.4,1040.0,842.4,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_S,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_M,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_L,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_XL,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_2XL,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1060_3XL,Os1060,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1086_S,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1086_M,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1086_L,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1086_XL,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1086_2XL,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1086_3XL,Os1086,Surmaya,Kurta Set,0.4,940.0,761.4,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1087_S,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1087_M,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1087_L,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1087_XL,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1087_2XL,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1087_3XL,Os1087,Surmaya,Kurta Set,0.4,925.0,749.25,2250.0,2250.0,2250,2250,2250,2250,2250,2250,2250,2250,,,
Os1051_S,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1051_M,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1051_L,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1051_XL,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1051_2XL,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1051_3XL,Os1051,Surmaya,Kurta Set,0.4,900.0,729.0,1995.0,1995.0,1995,1995,1995,1995,1995,1995,1995,1995,,,
Os1137_S,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1137_M,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1137_L,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1137_XL,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1137_2XL,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1137_3XL,Os1137,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_S,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_M,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_L,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_XL,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_2XL,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1144_3XL,Os1144,Surmaya,Kurta Set,0.4,1150.0,931.5,2695.0,2695.0,2695,2695,2695,2695,2695,2695,2695,2695,,,
Os1106_S,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1106_M,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1106_L,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1106_XL,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1106_2XL,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os1106_3XL,Os1106,Surmaya,Kurta Set,0.4,910.0,737.1,2150.0,2150.0,2150,2150,2150,2150,2150,2150,2150,2150,,,
Os147_15288_XS,Os147_15288,Mix,Tops,0.2,361.0,292.41,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os147_15288_S,Os147_15288,Mix,Tops,0.2,361.0,292.41,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os147_15288_M,Os147_15288,Mix,Tops,0.2,361.0,292.41,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os147_15288_L,Os147_15288,Mix,Tops,0.2,361.0,292.41,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os147_15288_XL,Os147_15288,Mix,Tops,0.2,361.0,292.41,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os213_15284_XS,Os213_15284,Mix,Tops,0.2,375.0,303.75,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os213_15284_S,Os213_15284,Mix,Tops,0.2,375.0,303.75,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os213_15284_M,Os213_15284,Mix,Tops,0.2,375.0,303.75,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os213_15284_L,Os213_15284,Mix,Tops,0.2,375.0,303.75,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os213_15284_XL,Os213_15284,Mix,Tops,0.2,375.0,303.75,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os169_S,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os169_M,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os169_L,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os169_XL,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os169_2XL,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os169_3XL,Os169,Mix,Kurta,0.3,435.0,352.35,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os142_XS,Os142,Mix,Tops,0.2,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os142_S,Os142,Mix,Tops,0.2,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os142_M,Os142,Mix,Tops,0.2,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os142_L,Os142,Mix,Tops,0.2,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os142_XL,Os142,Mix,Tops,0.2,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os144_XS,Os144,Mix,Tops,0.2,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os144_S,Os144,Mix,Tops,0.2,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os144_M,Os144,Mix,Tops,0.2,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os144_L,Os144,Mix,Tops,0.2,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os144_XL,Os144,Mix,Tops,0.2,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os145_XS,Os145,Mix,Tops,0.2,450.0,364.5,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os145_S,Os145,Mix,Tops,0.2,450.0,364.5,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os145_M,Os145,Mix,Tops,0.2,450.0,364.5,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os145_L,Os145,Mix,Tops,0.2,450.0,364.5,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os145_XL,Os145,Mix,Tops,0.2,450.0,364.5,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os146_XS,Os146,Mix,Tops,0.2,415.0,336.15,1795.0,1795.0,1795,1795,1795,1895,1795,1795,1795,1795,,,
Os146_S,Os146,Mix,Tops,0.2,415.0,336.15,1795.0,1795.0,1795,1795,1795,1895,1795,1795,1795,1795,,,
Os146_M,Os146,Mix,Tops,0.2,415.0,336.15,1795.0,1795.0,1795,1795,1795,1895,1795,1795,1795,1795,,,
Os146_L,Os146,Mix,Tops,0.2,415.0,336.15,1795.0,1795.0,1795,1795,1795,1895,1795,1795,1795,1795,,,
Os146_XL,Os146,Mix,Tops,0.2,415.0,336.15,1795.0,1795.0,1795,1795,1795,1895,1795,1795,1795,1795,,,
Os1111_S,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1111_M,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1111_L,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1111_XL,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1111_2XL,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1111_3XL,Os1111,Surmaya,Kurta Set,0.4,825.0,668.25,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os1071_S,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1071_M,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1071_L,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1071_XL,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1071_2XL,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1071_3XL,Os1071,Surmaya,Kurta Set,0.4,950.0,769.5,2495.0,2495.0,2495,2495,2495,2495,2495,2495,2495,2495,,,
Os1081_S,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1081_M,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1081_L,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1081_XL,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1081_2XL,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1081_3XL,Os1081,Surmaya,Kurta Set,0.4,895.0,724.95,2195.0,2195.0,2195,2195,2195,2195,2195,2195,2195,2195,,,
Os1088_S,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
Os1088_M,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
Os1088_L,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
Os1088_XL,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
Os1088_2XL,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
Os1088_3XL,Os1088,Surmaya,Kurta Set,0.4,875.0,708.75,2050.0,2050.0,2050,2050,2050,2050,2050,2050,2050,2050,,,
