sku_code,design_no,stock,category,size,color,sku,style,asin
SET156-KR-NP-XXL,SET156,25.0,KURTA SET,XXL,Yellow,,,
SET156-KR-NP-XXXL,SET156,14.0,KURTA SET,XXXL,Yellow,,,
SET158-KR-PP-L,SET158,28.0,KURTA SET,L,Mustard,,,
SET158-KR-PP-M,SET158,35.0,KURTA SET,M,Mustard,,,
SET158-KR-PP-S,SET158,52.0,KURTA SET,S,Mustard,,,
SET158-KR-PP-XL,SET158,51.0,KURTA SET,XL,Mustard,,,
SET158-KR-PP-XS,SET158,49.0,KURTA SET,XS,Mustard,,,
SET158-KR-PP-XXL,SET158,71.0,KURTA SET,XXL,Mustard,,,
SET158-KR-PP-XXXL,SET158,21.0,KURTA SET,XXXL,Mustard,,,
SET159-KR-NP-L,SET159,1.0,KURTA SET,L,Beige,,,
SET159-KR-NP-M,SET159,1.0,KURTA SET,M,Beige,,,
SET159-KR-NP-S,SET159,0.0,KURTA SET,S,Beige,,,
SET159-KR-NP-XL,SET159,1.0,KURTA SET,XL,Beige,,,
SET159-KR-NP-XS,SET159,0.0,KURTA SET,XS,Beige,,,
SET159-KR-NP-XXL,SET159,0.0,KURTA SET,XXL,Beige,,,
SET165-KR-PP-L,SET165,4.0,KURTA SET,L,Blue,,,
SET165-KR-PP-M,SET165,1.0,KURTA SET,M,Blue,,,
SET165-KR-PP-S,SET165,1.0,KURTA SET,S,Blue,,,
SET165-KR-PP-XL,SET165,4.0,KURTA SET,XL,Blue,,,
SET165-KR-PP-XS,SET165,8.0,KURTA SET,XS,Blue,,,
SET165-KR-PP-XXL,SET165,7.0,KURTA SET,XXL,Blue,,,
SET165-KR-PP-XXXL,SET165,0.0,KURTA SET,XXXL,Blue,,,
SET171-KR-NP-L,SET171,6.0,KURTA SET,L,Cream,,,
SET171-KR-NP-M,SET171,2.0,KURTA SET,M,Cream,,,
SET171-KR-NP-S,SET171,5.0,KURTA SET,S,Cream,,,
SET171-KR-NP-XL,SET171,4.0,KURTA SET,XL,Cream,,,
SET171-KR-NP-XS,SET171,52.0,KURTA SET,XS,Cream,,,
SET171-KR-NP-XXL,SET171,1.0,KURTA SET,XXL,Cream,,,
SET171-KR-NP-XXXL,SET171,9.0,KURTA SET,XXXL,Cream,,,
SET172-KR-PP-L,SET172,51.0,KURTA SET,L,Multicolor,,,
SET172-KR-PP-M,SET172,59.0,KURTA SET,M,Multicolor,,,
SET172-KR-PP-S,SET172,22.0,KURTA SET,S,Multicolor,,,
SET172-KR-PP-XL,SET172,9.0,KURTA SET,XL,Multicolor,,,
SET172-KR-PP-XS,SET172,28.0,KURTA SET,XS,Multicolor,,,
SET172-KR-PP-XXL,SET172,65.0,KURTA SET,XXL,Multicolor,,,
SET172-KR-PP-XXXL,SET172,104.0,KURTA SET,XXXL,Multicolor,,,
SET179-KR-PP-L,SET179,0.0,KURTA SET,L,White,,,
SET179-KR-PP-M,SET179,1.0,KURTA SET,M,White,,,
SET179-KR-PP-S,SET179,0.0,KURTA SET,S,White,,,
SET179-KR-PP-XL,SET179,0.0,KURTA SET,XL,White,,,
SET179-KR-PP-XS,SET179,6.0,KURTA SET,XS,White,,,
SET179-KR-PP-XXL,SET179,1.0,KURTA SET,XXL,White,,,
SET179-KR-PP-XXXL,SET179,3.0,KURTA SET,XXXL,White,,,
SET182-KR-DH-L,SET182,18.0,KURTA SET,L,Black,,,
SET182-KR-DH-M,SET182,4.0,KURTA SET,M,Black,,,
SET182-KR-DH-S,SET182,6.0,KURTA SET,S,Black,,,
SET182-KR-DH-XL,SET182,44.0,KURTA SET,XL,Black,,,
SET182-KR-DH-XS,SET182,109.0,KURTA SET,XS,Black,,,
SET182-KR-DH-XXL,SET182,2.0,KURTA SET,XXL,Black,,,
SET182-KR-DH-XXXL,SET182,4.0,KURTA SET,XXXL,Black,,,
SET183-KR-DH-L,SET183,123.0,KURTA SET,L,Olive Green,,,
SET183-KR-DH-M,SET183,73.0,KURTA SET,M,Olive Green,,,
SET183-KR-DH-XL,SET183,116.0,KURTA SET,XL,Olive Green,,,
SET183-KR-DH-XS,SET183,45.0,KURTA SET,XS,Olive Green,,,
SET183-KR-DH-XXL,SET183,52.0,KURTA SET,XXL,Olive Green,,,
SET183-KR-DH-XXXL,SET183,26.0,KURTA SET,XXXL,Olive Green,,,
SET184-KR-PP-L,SET184,11.0,KURTA SET,L,Teal,,,
SET184-KR-PP-M,SET184,6.0,KURTA SET,M,Teal,,,
SET184-KR-PP-S,SET184,10.0,KURTA SET,S,Teal,,,
SET184-KR-PP-XL,SET184,11.0,KURTA SET,XL,Teal,,,
SET184-KR-PP-XS,SET184,10.0,KURTA SET,XS,Teal,,,
SET184-KR-PP-XXL,SET184,2.0,KURTA SET,XXL,Teal,,,
SET184-KR-PP-XXXL,SET184,4.0,KURTA SET,XXXL,Teal,,,
SET185-KR-NP-L,SET185,39.0,KURTA SET,L,Mustard,,,
SET185-KR-NP-M,SET185,31.0,KURTA SET,M,Mustard,,,
SET185-KR-NP-S,SET185,39.0,KURTA SET,S,Mustard,,,
SET185-KR-NP-XL,SET185,42.0,KURTA SET,XL,Mustard,,,
SET185-KR-NP-XS,SET185,26.0,KURTA SET,XS,Mustard,,,
SET185-KR-NP-XXL,SET185,38.0,KURTA SET,XXL,Mustard,,,
SET185-KR-NP-XXXL,SET185,7.0,KURTA SET,XXXL,Mustard,,,
SET186-KR-DH-L,SET186,13.0,KURTA SET,L,Navy Blue,,,
SET186-KR-DH-M,SET186,94.0,KURTA SET,M,Navy Blue,,,
SET186-KR-DH-S,SET186,38.0,KURTA SET,S,Navy Blue,,,
SET186-KR-DH-XL,SET186,38.0,KURTA SET,XL,Navy Blue,,,
SET186-KR-DH-XS,SET186,108.0,KURTA SET,XS,Navy Blue,,,
SET186-KR-DH-XXL,SET186,1.0,KURTA SET,XXL,Navy Blue,,,
SET186-KR-DH-XXXL,SET186,0.0,KURTA SET,XXXL,Navy Blue,,,
SET187-KR-DH-L,SET187,113.0,KURTA SET,L,Peach,,,
SET187-KR-DH-S,SET187,136.0,KURTA SET,S,Peach,,,
SET187-KR-DH-XL,SET187,71.0,KURTA SET,XL,Peach,,,
SET187-KR-DH-XS,SET187,102.0,KURTA SET,XS,Peach,,,
SET187-KR-DH-XXL,SET187,63.0,KURTA SET,XXL,Peach,,,
SET187-KR-DH-XXXL,SET187,52.0,KURTA SET,XXXL,Peach,,,
SET188-KR-NP-L,SET188,30.0,KURTA SET,L,Pink,,,
SET188-KR-NP-M,SET188,85.0,KURTA SET,M,Pink,,,
SET188-KR-NP-S,SET188,31.0,KURTA SET,S,Pink,,,
SET188-KR-NP-XL,SET188,10.0,KURTA SET,XL,Pink,,,
SET188-KR-NP-XS,SET188,106.0,KURTA SET,XS,Pink,,,
SET188-KR-NP-XXL,SET188,13.0,KURTA SET,XXL,Pink,,,
SET188-KR-NP-XXXL,SET188,58.0,KURTA SET,XXXL,Pink,,,
SET191-KR-PP-L,SET191,1.0,KURTA SET,L,Navy Blue,,,
SET191-KR-PP-M,SET191,2.0,KURTA SET,M,Navy Blue,,,
SET191-KR-PP-S,SET191,3.0,KURTA SET,S,Navy Blue,,,
SET191-KR-PP-XL,SET191,3.0,KURTA SET,XL,Navy Blue,,,
SET191-KR-PP-XS,SET191,35.0,KURTA SET,XS,Navy Blue,,,
SET191-KR-PP-XXL,SET191,2.0,KURTA SET,XXL,Navy Blue,,,
SET191-KR-PP-XXXL,SET191,1.0,KURTA SET,XXXL,Navy Blue,,,
SET192-KR-NP-L,SET192,3.0,KURTA SET,L,Teal,,,
SET192-KR-NP-M,SET192,6.0,KURTA SET,M,Teal,,,
SET192-KR-NP-S,SET192,18.0,KURTA SET,S,Teal,,,
SET192-KR-NP-XL,SET192,4.0,KURTA SET,XL,Teal,,,
SET192-KR-NP-XS,SET192,25.0,KURTA SET,XS,Teal,,,
SET192-KR-NP-XXL,SET192,7.0,KURTA SET,XXL,Teal,,,
SET192-KR-NP-XXXL,SET192,8.0,KURTA SET,XXXL,Teal,,,
SET193-KR-NP-L,SET193,1.0,KURTA SET,L,Pink,,,
SET193-KR-NP-M,SET193,4.0,KURTA SET,M,Pink,,,
SET193-KR-NP-S,SET193,29.0,KURTA SET,S,Pink,,,
SET193-KR-NP-XL,SET193,11.0,KURTA SET,XL,Pink,,,
SET193-KR-NP-XS,SET193,10.0,KURTA SET,XS,Pink,,,
SET193-KR-NP-XXL,SET193,32.0,KURTA SET,XXL,Pink,,,
SET193-KR-NP-XXXL,SET193,42.0,KURTA SET,XXXL,Pink,,,
SET194-KR-NP-L,SET194,84.0,KURTA SET,L,Mustard,,,
SET194-KR-NP-M,SET194,96.0,KURTA SET,M,Mustard,,,
SET194-KR-NP-S,SET194,53.0,KURTA SET,S,Mustard,,,
SET194-KR-NP-XL,SET194,27.0,KURTA SET,XL,Mustard,,,
SET194-KR-NP-XS,SET194,114.0,KURTA SET,XS,Mustard,,,
SET194-KR-NP-XXL,SET194,167.0,KURTA SET,XXL,Mustard,,,
SET194-KR-NP-XXXL,SET194,82.0,KURTA SET,XXXL,Mustard,,,
SET195-KR-NP-L,SET195,8.0,KURTA SET,L,Beige,,,
SET195-KR-NP-M,SET195,3.0,KURTA SET,M,Beige,,,
SET195-KR-NP-S,SET195,6.0,KURTA SET,S,Beige,,,
SET195-KR-NP-XL,SET195,4.0,KURTA SET,XL,Beige,,,
SET195-KR-NP-XS,SET195,19.0,KURTA SET,XS,Beige,,,
SET195-KR-NP-XXL,SET195,7.0,KURTA SET,XXL,Beige,,,
SET195-KR-NP-XXXL,SET195,16.0,KURTA SET,XXXL,Beige,,,
SET196-KR-NP-L,SET196,51.0,KURTA SET,L,Red,,,
SET196-KR-NP-M,SET196,85.0,KURTA SET,M,Red,,,
SET196-KR-NP-S,SET196,81.0,KURTA SET,S,Red,,,
SET196-KR-NP-XL,SET196,40.0,KURTA SET,XL,Red,,,
SET196-KR-NP-XS,SET196,67.0,KURTA SET,XS,Red,,,
SET196-KR-NP-XXL,SET196,26.0,KURTA SET,XXL,Red,,,
SET196-KR-NP-XXXL,SET196,22.0,KURTA SET,XXXL,Red,,,
SET197-KR-NP-M,SET197,11.0,KURTA SET,M,Mustard,,,
SET197-KR-NP-S,SET197,196.0,KURTA SET,S,Mustard,,,
SET197-KR-NP-XL,SET197,117.0,KURTA SET,XL,Mustard,,,
SET197-KR-NP-XS,SET197,191.0,KURTA SET,XS,Mustard,,,
SET197-KR-NP-XXL,SET197,104.0,KURTA SET,XXL,Mustard,,,
SET197-KR-NP-XXXL,SET197,49.0,KURTA SET,XXXL,Mustard,,,
SET198-KR-NP-L,SET198,2.0,KURTA SET,L,Pink,,,
SET198-KR-NP-M,SET198,3.0,KURTA SET,M,Pink,,,
SET198-KR-NP-S,SET198,4.0,KURTA SET,S,Pink,,,
SET198-KR-NP-XL,SET198,3.0,KURTA SET,XL,Pink,,,
SET198-KR-NP-XS,SET198,25.0,KURTA SET,XS,Pink,,,
SET198-KR-NP-XXL,SET198,3.0,KURTA SET,XXL,Pink,,,
SET198-KR-NP-XXXL,SET198,2.0,KURTA SET,XXXL,Pink,,,
SET199-KR-NP-L,SET199,11.0,KURTA SET,L,Peach,,,
SET199-KR-NP-M,SET199,44.0,KURTA SET,M,Peach,,,
SET199-KR-NP-S,SET199,45.0,KURTA SET,S,Peach,,,
SET199-KR-NP-XL,SET199,5.0,KURTA SET,XL,Peach,,,
SET199-KR-NP-XS,SET199,40.0,KURTA SET,XS,Peach,,,
SET199-KR-NP-XXL,SET199,7.0,KURTA SET,XXL,Peach,,,
SET199-KR-NP-XXXL,SET199,21.0,KURTA SET,XXXL,Peach,,,
SET200-KR-NP-L,SET200,1.0,KURTA SET,L,Maroon,,,
SET200-KR-NP-M,SET200,3.0,KURTA SET,M,Maroon,,,
SET200-KR-NP-S,SET200,13.0,KURTA SET,S,Maroon,,,
SET200-KR-NP-XL,SET200,2.0,KURTA SET,XL,Maroon,,,
SET200-KR-NP-XS,SET200,68.0,KURTA SET,XS,Maroon,,,
SET200-KR-NP-XXL,SET200,5.0,KURTA SET,XXL,Maroon,,,
SET200-KR-NP-XXXL,SET200,1.0,KURTA SET,XXXL,Maroon,,,
SET201-KR-NP-L,SET201,2.0,KURTA SET,L,Olive,,,
SET201-KR-NP-M,SET201,4.0,KURTA SET,M,Olive,,,
SET201-KR-NP-S,SET201,2.0,KURTA SET,S,Olive,,,
SET201-KR-NP-XL,SET201,2.0,KURTA SET,XL,Olive,,,
SET201-KR-NP-XS,SET201,11.0,KURTA SET,XS,Olive,,,
SET201-KR-NP-XXL,SET201,1.0,KURTA SET,XXL,Olive,,,
SET201-KR-NP-XXXL,SET201,2.0,KURTA SET,XXXL,Olive,,,
SET202-KR-NP-L,SET202,0.0,KURTA SET,L,Teal,,,
SET202-KR-NP-M,SET202,0.0,KURTA SET,M,Teal,,,
SET202-KR-NP-S,SET202,0.0,KURTA SET,S,Teal,,,
SET202-KR-NP-XL,SET202,1.0,KURTA SET,XL,Teal,,,
SET202-KR-NP-XS,SET202,0.0,KURTA SET,XS,Teal,,,
SET202-KR-NP-XXL,SET202,0.0,KURTA SET,XXL,Teal,,,
SET202-KR-NP-XXXL,SET202,1.0,KURTA SET,XXXL,Teal,,,
SET203-KR-DPT-L,SET203,8.0,KURTA SET,L,Maroon,,,
SET203-KR-DPT-M,SET203,37.0,KURTA SET,M,Maroon,,,
SET203-KR-DPT-S,SET203,16.0,KURTA SET,S,Maroon,,,
SET203-KR-DPT-XL,SET203,7.0,KURTA SET,XL,Maroon,,,
SET203-KR-DPT-XS,SET203,14.0,KURTA SET,XS,Maroon,,,
SET203-KR-DPT-XXL,SET203,12.0,KURTA SET,XXL,Maroon,,,
SET203-KR-DPT-XXXL,SET203,8.0,KURTA SET,XXXL,Maroon,,,
SET204-KR-DPT-L,SET204,4.0,KURTA SET,L,Green,,,
SET204-KR-DPT-M,SET204,2.0,KURTA SET,M,Green,,,
SET204-KR-DPT-S,SET204,5.0,KURTA SET,S,Green,,,
SET204-KR-DPT-XL,SET204,4.0,KURTA SET,XL,Green,,,
SET204-KR-DPT-XS,SET204,3.0,KURTA SET,XS,Green,,,
SET204-KR-DPT-XXL,SET204,3.0,KURTA SET,XXL,Green,,,
SET204-KR-DPT-XXXL,SET204,5.0,KURTA SET,XXXL,Green,,,
SET205-KR-DPT-L,SET205,2.0,KURTA SET,L,Yellow,,,
SET205-KR-DPT-M,SET205,9.0,KURTA SET,M,Yellow,,,
SET205-KR-DPT-S,SET205,15.0,KURTA SET,S,Yellow,,,
SET205-KR-DPT-XL,SET205,3.0,KURTA SET,XL,Yellow,,,
SET205-KR-DPT-XS,SET205,15.0,KURTA SET,XS,Yellow,,,
SET205-KR-DPT-XXL,SET205,6.0,KURTA SET,XXL,Yellow,,,
SET205-KR-DPT-XXXL,SET205,4.0,KURTA SET,XXXL,Yellow,,,
SET206-KR-PP-L,SET206,0.0,KURTA SET,L,Cream,,,
SET206-KR-PP-M,SET206,0.0,KURTA SET,M,Cream,,,
SET206-KR-PP-S,SET206,1.0,KURTA SET,S,Cream,,,
SET206-KR-PP-XL,SET206,0.0,KURTA SET,XL,Cream,,,
SET206-KR-PP-XS,SET206,2.0,KURTA SET,XS,Cream,,,
SET206-KR-PP-XXL,SET206,1.0,KURTA SET,XXL,Cream,,,
SET206-KR-PP-XXXL,SET206,0.0,KURTA SET,XXXL,Cream,,,
SET209-KR-PP-L,SET209,7.0,KURTA SET,L,Pink,,,
SET209-KR-PP-M,SET209,15.0,KURTA SET,M,Pink,,,
SET209-KR-PP-S,SET209,38.0,KURTA SET,S,Pink,,,
SET209-KR-PP-XL,SET209,8.0,KURTA SET,XL,Pink,,,
SET209-KR-PP-XS,SET209,27.0,KURTA SET,XS,Pink,,,
SET209-KR-PP-XXL,SET209,15.0,KURTA SET,XXL,Pink,,,
SET209-KR-PP-XXXL,SET209,2.0,KURTA SET,XXXL,Pink,,,
SET210-KR-PP-L,SET210,2.0,KURTA SET,L,Grey,,,
SET210-KR-PP-M,SET210,5.0,KURTA SET,M,Grey,,,
SET210-KR-PP-S,SET210,2.0,KURTA SET,S,Grey,,,
SET210-KR-PP-XL,SET210,3.0,KURTA SET,XL,Grey,,,
SET210-KR-PP-XS,SET210,18.0,KURTA SET,XS,Grey,,,
SET210-KR-PP-XXL,SET210,0.0,KURTA SET,XXL,Grey,,,
SET210-KR-PP-XXXL,SET210,0.0,KURTA SET,XXXL,Grey,,,
SET211-KR-DPT-L,SET211,1.0,KURTA SET,L,Teal,,,
SET211-KR-DPT-M,SET211,1.0,KURTA SET,M,Teal,,,
SET211-KR-DPT-S,SET211,2.0,KURTA SET,S,Teal,,,
SET211-KR-DPT-XL,SET211,1.0,KURTA SET,XL,Teal,,,
SET211-KR-DPT-XS,SET211,2.0,KURTA SET,XS,Teal,,,
SET211-KR-DPT-XXL,SET211,3.0,KURTA SET,XXL,Teal,,,
SET211-KR-DPT-XXXL,SET211,1.0,KURTA SET,XXXL,Teal,,,
SET213-KR-DPT-M,SET213,0.0,KURTA SET,M,Grey,,,
SET213-KR-DPT-XXL,SET213,2.0,KURTA SET,XXL,Grey,,,
SET214-KR-DPT-L,SET214,2.0,KURTA SET,L,Mustard,,,
SET214-KR-DPT-M,SET214,1.0,KURTA SET,M,Mustard,,,
SET214-KR-DPT-XL,SET214,2.0,KURTA SET,XL,Mustard,,,
SET214-KR-DPT-XS,SET214,2.0,KURTA SET,XS,Mustard,,,
SET214-KR-DPT-XXL,SET214,3.0,KURTA SET,XXL,Mustard,,,
SET214-KR-DPT-XXXL,SET214,2.0,KURTA SET,XXXL,Mustard,,,
SET216-KR-PP-L,SET216,0.0,KURTA SET,L,Light Green,,,
SET216-KR-PP-M,SET216,3.0,KURTA SET,M,Light Green,,,
SET216-KR-PP-S,SET216,3.0,KURTA SET,S,Light Green,,,
SET216-KR-PP-XL,SET216,2.0,KURTA SET,XL,Light Green,,,
SET216-KR-PP-XXL,SET216,1.0,KURTA SET,XXL,Light Green,,,
SET217-KR-PP-L,SET217,3.0,KURTA SET,L,Sea Green,,,
SET217-KR-PP-M,SET217,7.0,KURTA SET,M,Sea Green,,,
SET217-KR-PP-S,SET217,10.0,KURTA SET,S,Sea Green,,,
SET217-KR-PP-XL,SET217,6.0,KURTA SET,XL,Sea Green,,,
SET217-KR-PP-XS,SET217,18.0,KURTA SET,XS,Sea Green,,,
SET217-KR-PP-XXL,SET217,9.0,KURTA SET,XXL,Sea Green,,,
SET217-KR-PP-XXXL,SET217,4.0,KURTA SET,XXXL,Sea Green,,,
SET218-KR-NP-L,SET218,4.0,KURTA SET,L,Sky Blue,,,
SET218-KR-NP-M,SET218,3.0,KURTA SET,M,Sky Blue,,,
SET218-KR-NP-S,SET218,5.0,KURTA SET,S,Sky Blue,,,
SET218-KR-NP-XL,SET218,4.0,KURTA SET,XL,Sky Blue,,,
SET218-KR-NP-XS,SET218,9.0,KURTA SET,XS,Sky Blue,,,
SET218-KR-NP-XXL,SET218,10.0,KURTA SET,XXL,Sky Blue,,,
SET218-KR-NP-XXXL,SET218,5.0,KURTA SET,XXXL,Sky Blue,,,
SET219-KR-PP-L,SET219,6.0,KURTA SET,L,Turquoise Green,,,
SET219-KR-PP-M,SET219,5.0,KURTA SET,M,Turquoise Green,,,
SET219-KR-PP-S,SET219,23.0,KURTA SET,S,Turquoise Green,,,
SET219-KR-PP-XL,SET219,5.0,KURTA SET,XL,Turquoise Green,,,
SET219-KR-PP-XS,SET219,65.0,KURTA SET,XS,Turquoise Green,,,
SET219-KR-PP-XXL,SET219,2.0,KURTA SET,XXL,Turquoise Green,,,
SET219-KR-PP-XXXL,SET219,2.0,KURTA SET,XXXL,Turquoise Green,,,
SET220-KR-PP-L,SET220,2.0,KURTA SET,L,White,,,
SET220-KR-PP-M,SET220,3.0,KURTA SET,M,White,,,
SET220-KR-PP-S,SET220,33.0,KURTA SET,S,White,,,
SET220-KR-PP-XL,SET220,3.0,KURTA SET,XL,White,,,
SET220-KR-PP-XS,SET220,31.0,KURTA SET,XS,White,,,
SET220-KR-PP-XXL,SET220,7.0,KURTA SET,XXL,White,,,
SET220-KR-PP-XXXL,SET220,3.0,KURTA SET,XXXL,White,,,
SET221-KR-NP-L,SET221,0.0,KURTA SET,L,Mustard,,,
SET221-KR-NP-M,SET221,8.0,KURTA SET,M,Mustard,,,
SET221-KR-NP-S,SET221,13.0,KURTA SET,S,Mustard,,,
SET221-KR-NP-XL,SET221,2.0,KURTA SET,XL,Mustard,,,
SET221-KR-NP-XS,SET221,44.0,KURTA SET,XS,Mustard,,,
SET221-KR-NP-XXL,SET221,11.0,KURTA SET,XXL,Mustard,,,
SET221-KR-NP-XXXL,SET221,29.0,KURTA SET,XXXL,Mustard,,,
SET223-KR-NP-L,SET223,1.0,KURTA SET,L,Pink,,,
SET223-KR-NP-M,SET223,2.0,KURTA SET,M,Pink,,,
SET223-KR-NP-S,SET223,5.0,KURTA SET,S,Pink,,,
SET223-KR-NP-XL,SET223,2.0,KURTA SET,XL,Pink,,,
SET223-KR-NP-XS,SET223,28.0,KURTA SET,XS,Pink,,,
SET223-KR-NP-XXL,SET223,4.0,KURTA SET,XXL,Pink,,,
SET223-KR-NP-XXXL,SET223,3.0,KURTA SET,XXXL,Pink,,,
SET224-KR-NP-L,SET224,2.0,KURTA SET,L,Rust,,,
SET224-KR-NP-M,SET224,0.0,KURTA SET,M,Rust,,,
SET224-KR-NP-S,SET224,6.0,KURTA SET,S,Rust,,,
SET224-KR-NP-XL,SET224,3.0,KURTA SET,XL,Rust,,,
SET224-KR-NP-XS,SET224,6.0,KURTA SET,XS,Rust,,,
SET224-KR-NP-XXL,SET224,5.0,KURTA SET,XXL,Rust,,,
SET224-KR-NP-XXXL,SET224,65.0,KURTA SET,XXXL,Rust,,,
SET225-KR-NP-L,SET225,2.0,KURTA,L,Mustard,,,
SET225-KR-NP-M,SET225,2.0,KURTA,M,Mustard,,,
SET225-KR-NP-S,SET225,2.0,KURTA,S,Mustard,,,
SET225-KR-NP-XL,SET225,14.0,KURTA,XL,Mustard,,,
SET225-KR-NP-XS,SET225,9.0,KURTA,XS,Mustard,,,
SET225-KR-NP-XXL,SET225,5.0,KURTA,XXL,Mustard,,,
SET225-KR-NP-XXXL,SET225,4.0,KURTA,XXXL,Mustard,,,
SET226-KR-PP-L,SET226,33.0,KURTA SET,L,Grey,,,
SET226-KR-PP-M,SET226,13.0,KURTA SET,M,Grey,,,
SET226-KR-PP-S,SET226,49.0,KURTA SET,S,Grey,,,
SET226-KR-PP-XL,SET226,4.0,KURTA SET,XL,Grey,,,
SET226-KR-PP-XS,SET226,4.0,KURTA SET,XS,Grey,,,
SET226-KR-PP-XXL,SET226,6.0,KURTA SET,XXL,Grey,,,
SET226-KR-PP-XXXL,SET226,4.0,KURTA SET,XXXL,Grey,,,
SET227-KR-PP-L,SET227,2.0,KURTA SET,L,Pink,,,
SET227-KR-PP-M,SET227,6.0,KURTA SET,M,Pink,,,
SET227-KR-PP-S,SET227,4.0,KURTA SET,S,Pink,,,
SET227-KR-PP-XL,SET227,6.0,KURTA SET,XL,Pink,,,
SET227-KR-PP-XS,SET227,6.0,KURTA SET,XS,Pink,,,
SET227-KR-PP-XXL,SET227,6.0,KURTA SET,XXL,Pink,,,
SET227-KR-PP-XXXL,SET227,2.0,KURTA SET,XXXL,Pink,,,
SET228-KR-PP-L,SET228,9.0,KURTA SET,L,Yellow,,,
SET228-KR-PP-M,SET228,30.0,KURTA SET,M,Yellow,,,
SET228-KR-PP-S,SET228,6.0,KURTA SET,S,Yellow,,,
SET228-KR-PP-XL,SET228,2.0,KURTA SET,XL,Yellow,,,
SET228-KR-PP-XS,SET228,46.0,KURTA SET,XS,Yellow,,,
SET228-KR-PP-XXL,SET228,6.0,KURTA SET,XXL,Yellow,,,
SET228-KR-PP-XXXL,SET228,2.0,KURTA SET,XXXL,Yellow,,,
SET229-KR-PP-L,SET229,21.0,KURTA SET,L,Mauve,,,
SET229-KR-PP-M,SET229,25.0,KURTA SET,M,Mauve,,,
SET229-KR-PP-S,SET229,36.0,KURTA SET,S,Mauve,,,
SET229-KR-PP-XL,SET229,18.0,KURTA SET,XL,Mauve,,,
SET229-KR-PP-XS,SET229,25.0,KURTA SET,XS,Mauve,,,
SET229-KR-PP-XXL,SET229,28.0,KURTA SET,XXL,Mauve,,,
SET229-KR-PP-XXXL,SET229,29.0,KURTA SET,XXXL,Mauve,,,
SET230-KR-PP-L,SET230,29.0,KURTA SET,L,Blue,,,
SET230-KR-PP-M,SET230,30.0,KURTA SET,M,Blue,,,
SET230-KR-PP-S,SET230,35.0,KURTA SET,S,Blue,,,
SET230-KR-PP-XL,SET230,53.0,KURTA SET,XL,Blue,,,
SET230-KR-PP-XS,SET230,23.0,KURTA SET,XS,Blue,,,
SET230-KR-PP-XXL,SET230,21.0,KURTA SET,XXL,Blue,,,
SET230-KR-PP-XXXL,SET230,10.0,KURTA SET,XXXL,Blue,,,
SET231-KR-PP-L,SET231,0.0,KURTA SET,L,Cream,,,
SET231-KR-PP-M,SET231,2.0,KURTA SET,M,Cream,,,
SET231-KR-PP-XL,SET231,2.0,KURTA SET,XL,Cream,,,
SET231-KR-PP-XXL,SET231,2.0,KURTA SET,XXL,Cream,,,
SET232-KR-PP-L,SET232,13.0,KURTA SET,L,Pink,,,
SET232-KR-PP-M,SET232,37.0,KURTA SET,M,Pink,,,
SET232-KR-PP-S,SET232,44.0,KURTA SET,S,Pink,,,
SET232-KR-PP-XL,SET232,4.0,KURTA SET,XL,Pink,,,
SET232-KR-PP-XS,SET232,30.0,KURTA SET,XS,Pink,,,
SET232-KR-PP-XXL,SET232,2.0,KURTA SET,XXL,Pink,,,
SET232-KR-PP-XXXL,SET232,8.0,KURTA SET,XXXL,Pink,,,
SET233-KR-PP-L,SET233,4.0,KURTA SET,L,Pink,,,
SET233-KR-PP-M,SET233,4.0,KURTA SET,M,Pink,,,
SET233-KR-PP-S,SET233,5.0,KURTA SET,S,Pink,,,
SET233-KR-PP-XL,SET233,2.0,KURTA SET,XL,Pink,,,
SET233-KR-PP-XS,SET233,17.0,KURTA SET,XS,Pink,,,
SET233-KR-PP-XXL,SET233,1.0,KURTA SET,XXL,Pink,,,
SET233-KR-PP-XXXL,SET233,2.0,KURTA SET,XXXL,Pink,,,
SET234-KR-PP-L,SET234,0.0,KURTA SET,L,Green,,,
SET234-KR-PP-M,SET234,0.0,KURTA SET,M,Green,,,
SET234-KR-PP-S,SET234,0.0,KURTA SET,S,Green,,,
SET234-KR-PP-XL,SET234,0.0,KURTA SET,XL,Green,,,
SET234-KR-PP-XXL,SET234,0.0,KURTA SET,XXL,Green,,,
SET235-KR-PP-L,SET235,0.0,KURTA SET,L,Beige,,,
SET235-KR-PP-M,SET235,0.0,KURTA SET,M,Beige,,,
SET235-KR-PP-S,SET235,1.0,KURTA SET,S,Beige,,,
SET235-KR-PP-XL,SET235,1.0,KURTA SET,XL,Beige,,,
SET235-KR-PP-XXL,SET235,0.0,KURTA SET,XXL,Beige,,,
SET236-KR-PP-L,SET236,8.0,SET,L,Pink,,,
SET236-KR-PP-M,SET236,6.0,SET,M,Pink,,,
SET236-KR-PP-S,SET236,9.0,SET,S,Pink,,,
SET236-KR-PP-XL,SET236,8.0,SET,XL,Pink,,,
SET236-KR-PP-XS,SET236,18.0,SET,XS,Pink,,,
SET236-KR-PP-XXL,SET236,0.0,SET,XXL,Pink,,,
SET236-KR-PP-XXXL,SET236,4.0,SET,XXXL,Pink,,,
SET238-KR-PP-L,SET238,2.0,KURTA SET,L,Grey,,,
SET238-KR-PP-M,SET238,2.0,KURTA SET,M,Grey,,,
