item1,item2,pair_count,item1_count,item2_count,total_count,support,confidence_item1_to_item2,confidence_item2_to_item1,lift
Cotton Kurta,Cotton Kurta,1,58,15,119764,8.349754517217195e-06,0.017241379310344827,0.06666666666666667,137.65977011494252
Formal Set,Casual Set,1,10,87,119764,8.349754517217195e-06,0.1,0.011494252873563218,137.65977011494252
Casual Set,Formal Set,1,87,10,119764,8.349754517217195e-06,0.011494252873563218,0.1,137.65977011494252
Casual Set,Elegant Set,1,29,30,119764,8.349754517217195e-06,0.034482758620689655,0.03333333333333333,137.65977011494252
Designer Set,Casual Set,1,67,13,119764,8.349754517217195e-06,0.014925373134328358,0.07692307692307693,137.50172215843858
Designer Set,Casual Set,1,67,13,119764,8.349754517217195e-06,0.014925373134328358,0.07692307692307693,137.50172215843858
Casual Set,Designer Set,1,13,67,119764,8.349754517217195e-06,0.07692307692307693,0.014925373134328358,137.50172215843858
Casual Set,Designer Set,1,13,67,119764,8.349754517217195e-06,0.07692307692307693,0.014925373134328358,137.50172215843858
Cotton Kurta,Cotton Kurta,1,109,8,119764,8.349754517217195e-06,0.009174311926605505,0.125,137.3440366972477
Cotton Kurta,Cotton Kurta,1,8,109,119764,8.349754517217195e-06,0.125,0.009174311926605505,137.3440366972477
Formal Set,Elegant Set,1,97,9,119764,8.349754517217195e-06,0.010309278350515464,0.1111111111111111,137.18671248568154
Elegant Set,Formal Set,1,9,97,119764,8.349754517217195e-06,0.1111111111111111,0.010309278350515464,137.18671248568154
Stylish Kurta,Casual Kurta,1,97,9,119764,8.349754517217195e-06,0.010309278350515464,0.1111111111111111,137.18671248568154
Casual Kurta,Stylish Kurta,1,9,97,119764,8.349754517217195e-06,0.1111111111111111,0.010309278350515464,137.18671248568154
Designer Ethnic Dress,Designer Ethnic Dress,1,46,19,119764,8.349754517217195e-06,0.021739130434782608,0.05263157894736842,137.02974828375287
Formal Set,Elegant Set,1,38,23,119764,8.349754517217195e-06,0.02631578947368421,0.043478260869565216,137.02974828375287
Elegant Set,Formal Set,1,23,38,119764,8.349754517217195e-06,0.043478260869565216,0.02631578947368421,137.02974828375287
Designer Kurta,Designer Kurta,1,46,19,119764,8.349754517217195e-06,0.021739130434782608,0.05263157894736842,137.02974828375287
Designer Kurta,Designer Kurta,1,19,46,119764,8.349754517217195e-06,0.05263157894736842,0.021739130434782608,137.02974828375287
Designer Kurta,Casual Kurta,1,19,46,119764,8.349754517217195e-06,0.05263157894736842,0.021739130434782608,137.02974828375287
Casual Kurta,Designer Kurta,1,46,19,119764,8.349754517217195e-06,0.021739130434782608,0.05263157894736842,137.02974828375287
Designer Ethnic Dress,Designer Ethnic Dress,1,19,46,119764,8.349754517217195e-06,0.05263157894736842,0.021739130434782608,137.02974828375287
Cotton Kurta,Cotton Kurta,1,25,35,119764,8.349754517217195e-06,0.04,0.02857142857142857,136.87314285714285
Cotton Kurta,Cotton Kurta,1,35,25,119764,8.349754517217195e-06,0.02857142857142857,0.04,136.87314285714285
Designer Set,Casual Set,2,50,35,119764,1.669950903443439e-05,0.04,0.05714285714285714,136.87314285714285
Casual Set,Designer Set,2,35,50,119764,1.669950903443439e-05,0.05714285714285714,0.04,136.87314285714285
Designer Kurta,Stylish Kurta,1,146,6,119764,8.349754517217195e-06,0.00684931506849315,0.16666666666666666,136.71689497716895
Stylish Kurta,Designer Kurta,1,6,146,119764,8.349754517217195e-06,0.16666666666666666,0.00684931506849315,136.71689497716895
Designer Set,Elegant Set,1,40,22,119764,8.349754517217195e-06,0.025,0.045454545454545456,136.09545454545457
Evening Dress,Evening Dress,1,20,44,119764,8.349754517217195e-06,0.05,0.022727272727272728,136.09545454545457
Casual Kurta,Casual Dress,1,20,44,119764,8.349754517217195e-06,0.05,0.022727272727272728,136.09545454545457
Casual Dress,Casual Kurta,1,44,20,119764,8.349754517217195e-06,0.022727272727272728,0.05,136.09545454545454
Evening Dress,Evening Dress,1,44,20,119764,8.349754517217195e-06,0.022727272727272728,0.05,136.09545454545454
Casual Kurta,Cotton Kurta,1,16,55,119764,8.349754517217195e-06,0.0625,0.01818181818181818,136.09545454545454
Elegant Set,Designer Set,1,22,40,119764,8.349754517217195e-06,0.045454545454545456,0.025,136.09545454545454
Cotton Kurta,Formal Set,1,16,55,119764,8.349754517217195e-06,0.0625,0.01818181818181818,136.09545454545454
Cotton Kurta,Casual Kurta,1,55,16,119764,8.349754517217195e-06,0.01818181818181818,0.0625,136.09545454545452
Formal Set,Cotton Kurta,1,55,16,119764,8.349754517217195e-06,0.01818181818181818,0.0625,136.09545454545452
Stylish Kurta,Designer Kurta,1,9,98,119764,8.349754517217195e-06,0.1111111111111111,0.01020408163265306,135.78684807256235
Stylish Kurta,Cotton Kurta,1,49,18,119764,8.349754517217195e-06,0.02040816326530612,0.05555555555555555,135.78684807256235
Cocktail Dress,Summer Dress,1,294,3,119764,8.349754517217195e-06,0.003401360544217687,0.3333333333333333,135.78684807256235
Elegant Set,Designer Set,1,147,6,119764,8.349754517217195e-06,0.006802721088435374,0.16666666666666666,135.78684807256235
Elegant Set,Elegant Set,1,42,21,119764,8.349754517217195e-06,0.023809523809523808,0.047619047619047616,135.78684807256235
Designer Kurta,Stylish Kurta,1,98,9,119764,8.349754517217195e-06,0.01020408163265306,0.1111111111111111,135.78684807256235
Designer Set,Elegant Set,1,6,147,119764,8.349754517217195e-06,0.16666666666666666,0.006802721088435374,135.78684807256235
Summer Dress,Cocktail Dress,1,3,294,119764,8.349754517217195e-06,0.3333333333333333,0.003401360544217687,135.78684807256235
Elegant Set,Elegant Set,1,21,42,119764,8.349754517217195e-06,0.047619047619047616,0.023809523809523808,135.78684807256235
Designer Kurta,Stylish Kurta,1,98,9,119764,8.349754517217195e-06,0.01020408163265306,0.1111111111111111,135.78684807256235
Cotton Kurta,Casual Kurta,1,18,49,119764,8.349754517217195e-06,0.05555555555555555,0.02040816326530612,135.78684807256235
Cotton Kurta,Stylish Kurta,1,18,49,119764,8.349754517217195e-06,0.05555555555555555,0.02040816326530612,135.78684807256235
Stylish Kurta,Designer Kurta,1,9,98,119764,8.349754517217195e-06,0.1111111111111111,0.01020408163265306,135.78684807256235
Casual Kurta,Cotton Kurta,1,49,18,119764,8.349754517217195e-06,0.02040816326530612,0.05555555555555555,135.78684807256235
Summer Top,Formal Top,1,17,52,119764,8.349754517217195e-06,0.058823529411764705,0.019230769230769232,135.47963800904978
Cotton Kurta,Designer Kurta,1,52,17,119764,8.349754517217195e-06,0.019230769230769232,0.058823529411764705,135.47963800904978
Cotton Kurta,Designer Kurta,1,68,13,119764,8.349754517217195e-06,0.014705882352941176,0.07692307692307693,135.47963800904978
Elegant Set,Formal Set,1,52,17,119764,8.349754517217195e-06,0.019230769230769232,0.058823529411764705,135.47963800904978
Designer Kurta,Cotton Kurta,1,13,68,119764,8.349754517217195e-06,0.07692307692307693,0.014705882352941176,135.47963800904978
Designer Kurta,Stylish Kurta,1,34,26,119764,8.349754517217195e-06,0.029411764705882353,0.038461538461538464,135.47963800904978
Designer Kurta,Cotton Kurta,1,17,52,119764,8.349754517217195e-06,0.058823529411764705,0.019230769230769232,135.47963800904978
Formal Set,Elegant Set,1,17,52,119764,8.349754517217195e-06,0.058823529411764705,0.019230769230769232,135.47963800904978
Formal Top,Casual Top,1,68,13,119764,8.349754517217195e-06,0.014705882352941176,0.07692307692307693,135.47963800904978
Casual Top,Formal Top,1,13,68,119764,8.349754517217195e-06,0.07692307692307693,0.014705882352941176,135.47963800904978
Stylish Kurta,Designer Kurta,1,26,34,119764,8.349754517217195e-06,0.038461538461538464,0.029411764705882353,135.47963800904978
Formal Top,Summer Top,1,52,17,119764,8.349754517217195e-06,0.019230769230769232,0.058823529411764705,135.47963800904978
Designer Top,Casual Top,1,59,15,119764,8.349754517217195e-06,0.01694915254237288,0.06666666666666667,135.32655367231638
Elegant Set,Designer Top,1,15,59,119764,8.349754517217195e-06,0.06666666666666667,0.01694915254237288,135.32655367231638
Designer Top,Elegant Set,1,59,15,119764,8.349754517217195e-06,0.01694915254237288,0.06666666666666667,135.32655367231638
Casual Top,Designer Top,1,15,59,119764,8.349754517217195e-06,0.06666666666666667,0.01694915254237288,135.32655367231638
Summer Top,Designer Top,1,15,59,119764,8.349754517217195e-06,0.06666666666666667,0.01694915254237288,135.32655367231638
Designer Top,Summer Top,1,59,15,119764,8.349754517217195e-06,0.01694915254237288,0.06666666666666667,135.32655367231638
Stylish Kurta,Summer Dress,1,24,37,119764,8.349754517217195e-06,0.041666666666666664,0.02702702702702703,134.86936936936937
Designer Top,Summer Top,1,24,37,119764,8.349754517217195e-06,0.041666666666666664,0.02702702702702703,134.86936936936937
Formal Set,Elegant Set,1,37,24,119764,8.349754517217195e-06,0.02702702702702703,0.041666666666666664,134.86936936936937
Traditional Dress,Evening Dress,1,6,148,119764,8.349754517217195e-06,0.16666666666666666,0.006756756756756757,134.86936936936937
Casual Kurta,Cotton Kurta,1,24,37,119764,8.349754517217195e-06,0.041666666666666664,0.02702702702702703,134.86936936936937
Casual Set,Formal Set,1,12,74,119764,8.349754517217195e-06,0.08333333333333333,0.013513513513513514,134.86936936936937
Summer Dress,Stylish Kurta,1,37,24,119764,8.349754517217195e-06,0.02702702702702703,0.041666666666666664,134.86936936936937
Elegant Set,Formal Set,1,24,37,119764,8.349754517217195e-06,0.041666666666666664,0.02702702702702703,134.86936936936937
Formal Set,Casual Set,1,74,12,119764,8.349754517217195e-06,0.013513513513513514,0.08333333333333333,134.86936936936937
Summer Dress,Stylish Kurta,1,37,24,119764,8.349754517217195e-06,0.02702702702702703,0.041666666666666664,134.86936936936937
Cotton Kurta,Casual Kurta,1,37,24,119764,8.349754517217195e-06,0.02702702702702703,0.041666666666666664,134.86936936936937
Evening Dress,Traditional Dress,1,148,6,119764,8.349754517217195e-06,0.006756756756756757,0.16666666666666666,134.86936936936937
Stylish Kurta,Summer Dress,1,24,37,119764,8.349754517217195e-06,0.041666666666666664,0.02702702702702703,134.86936936936937
Summer Top,Designer Top,1,37,24,119764,8.349754517217195e-06,0.02702702702702703,0.041666666666666664,134.86936936936937
Cotton Kurta,Designer Kurta,1,27,33,119764,8.349754517217195e-06,0.037037037037037035,0.030303030303030304,134.41526374859708
Casual Dress,Stylish Kurta,1,33,27,119764,8.349754517217195e-06,0.030303030303030304,0.037037037037037035,134.41526374859708
Designer Kurta,Cotton Kurta,1,33,27,119764,8.349754517217195e-06,0.030303030303030304,0.037037037037037035,134.41526374859708
Stylish Kurta,Casual Dress,1,27,33,119764,8.349754517217195e-06,0.037037037037037035,0.030303030303030304,134.41526374859708
Stylish Kurta,Designer Kurta,4,105,34,119764,3.339901806886878e-05,0.0380952380952381,0.11764705882352941,134.18935574229693
Designer Kurta,Stylish Kurta,4,34,105,119764,3.339901806886878e-05,0.11764705882352941,0.0380952380952381,134.18935574229693
Casual Set,Elegant Set,2,47,38,119764,1.669950903443439e-05,0.0425531914893617,0.05263157894736842,134.11422172452407
Elegant Set,Casual Set,2,38,47,119764,1.669950903443439e-05,0.05263157894736842,0.0425531914893617,134.11422172452407
Designer Kurta,Stylish Kurta,1,149,6,119764,8.349754517217195e-06,0.006711409395973154,0.16666666666666666,133.9642058165548
Stylish Kurta,Designer Kurta,1,6,149,119764,8.349754517217195e-06,0.16666666666666666,0.006711409395973154,133.9642058165548
Designer Kurta,Designer Kurta,1,6,149,119764,8.349754517217195e-06,0.16666666666666666,0.006711409395973154,133.9642058165548
Designer Kurta,Designer Kurta,1,149,6,119764,8.349754517217195e-06,0.006711409395973154,0.16666666666666666,133.9642058165548
Casual Set,Designer Kurta,1,179,5,119764,8.349754517217195e-06,0.00558659217877095,0.2,133.81452513966482
Designer Kurta,Casual Set,1,5,179,119764,8.349754517217195e-06,0.2,0.00558659217877095,133.8145251396648
Casual Kurta,Cotton Kurta,1,32,28,119764,8.349754517217195e-06,0.03125,0.03571428571428571,133.66517857142858
Cotton Kurta,Casual Kurta,1,28,32,119764,8.349754517217195e-06,0.03571428571428571,0.03125,133.66517857142856
Designer Set,Designer Kurta,1,23,39,119764,8.349754517217195e-06,0.043478260869565216,0.02564102564102564,133.51616499442588
Cotton Kurta,Designer Kurta,1,23,39,119764,8.349754517217195e-06,0.043478260869565216,0.02564102564102564,133.51616499442588
Designer Kurta,Cotton Kurta,1,39,23,119764,8.349754517217195e-06,0.02564102564102564,0.043478260869565216,133.51616499442585
Designer Kurta,Designer Set,1,39,23,119764,8.349754517217195e-06,0.02564102564102564,0.043478260869565216,133.51616499442585
Casual Kurta,Elegant Set,1,29,31,119764,8.349754517217195e-06,0.034482758620689655,0.03225806451612903,133.21913236929922
Evening Dress,Designer Top,1,31,29,119764,8.349754517217195e-06,0.03225806451612903,0.034482758620689655,133.21913236929922
Elegant Set,Casual Kurta,1,31,29,119764,8.349754517217195e-06,0.03225806451612903,0.034482758620689655,133.21913236929922
Designer Top,Evening Dress,1,29,31,119764,8.349754517217195e-06,0.034482758620689655,0.03225806451612903,133.21913236929922
Casual Kurta,Cotton Kurta,1,18,50,119764,8.349754517217195e-06,0.05555555555555555,0.02,133.07111111111112
Designer Set,Stylish Kurta,1,36,25,119764,8.349754517217195e-06,0.027777777777777776,0.04,133.07111111111112
Stylish Kurta,Designer Set,1,25,36,119764,8.349754517217195e-06,0.04,0.027777777777777776,133.07111111111112
Designer Set,Stylish Kurta,1,36,25,119764,8.349754517217195e-06,0.027777777777777776,0.04,133.07111111111112
Designer Set,Formal Set,1,50,18,119764,8.349754517217195e-06,0.02,0.05555555555555555,133.07111111111112
Stylish Kurta,Designer Set,1,25,36,119764,8.349754517217195e-06,0.04,0.027777777777777776,133.07111111111112
Designer Set,Stylish Kurta,1,50,18,119764,8.349754517217195e-06,0.02,0.05555555555555555,133.07111111111112
Stylish Kurta,Designer Set,1,25,36,119764,8.349754517217195e-06,0.04,0.027777777777777776,133.07111111111112
Formal Top,Summer Top,1,20,45,119764,8.349754517217195e-06,0.05,0.022222222222222223,133.07111111111112
Cotton Kurta,Casual Kurta,1,50,18,119764,8.349754517217195e-06,0.02,0.05555555555555555,133.07111111111112
Casual Kurta,Casual Kurta,1,36,25,119764,8.349754517217195e-06,0.027777777777777776,0.04,133.07111111111112
Stylish Kurta,Cotton Kurta,1,18,50,119764,8.349754517217195e-06,0.05555555555555555,0.02,133.07111111111112
Elegant Set,Elegant Set,1,25,36,119764,8.349754517217195e-06,0.04,0.027777777777777776,133.07111111111112
Formal Set,Casual Set,1,75,12,119764,8.349754517217195e-06,0.013333333333333334,0.08333333333333333,133.07111111111112
Summer Top,Formal Top,1,45,20,119764,8.349754517217195e-06,0.022222222222222223,0.05,133.07111111111112
Designer Set,Stylish Kurta,1,36,25,119764,8.349754517217195e-06,0.027777777777777776,0.04,133.07111111111112
Stylish Kurta,Designer Set,1,18,50,119764,8.349754517217195e-06,0.05555555555555555,0.02,133.07111111111112
Formal Set,Designer Set,1,18,50,119764,8.349754517217195e-06,0.05555555555555555,0.02,133.07111111111112
Elegant Set,Elegant Set,1,36,25,119764,8.349754517217195e-06,0.027777777777777776,0.04,133.07111111111112
Casual Kurta,Casual Kurta,1,25,36,119764,8.349754517217195e-06,0.04,0.027777777777777776,133.07111111111112
Cotton Kurta,Stylish Kurta,1,50,18,119764,8.349754517217195e-06,0.02,0.05555555555555555,133.07111111111112
Casual Set,Elegant Set,1,60,15,119764,8.349754517217195e-06,0.016666666666666666,0.06666666666666667,133.0711111111111
Elegant Set,Casual Set,1,15,60,119764,8.349754517217195e-06,0.06666666666666667,0.016666666666666666,133.0711111111111
Casual Set,Formal Set,1,12,75,119764,8.349754517217195e-06,0.08333333333333333,0.013333333333333334,133.0711111111111
Casual Set,Casual Kurta,1,60,15,119764,8.349754517217195e-06,0.016666666666666666,0.06666666666666667,133.0711111111111
Casual Kurta,Casual Set,1,15,60,119764,8.349754517217195e-06,0.06666666666666667,0.016666666666666666,133.0711111111111
Casual Kurta,Stylish Kurta,1,53,17,119764,8.349754517217195e-06,0.018867924528301886,0.058823529411764705,132.92341842397337
Stylish Kurta,Casual Kurta,1,17,53,119764,8.349754517217195e-06,0.058823529411764705,0.018867924528301886,132.92341842397337
Cotton Kurta,Casual Kurta,1,17,53,119764,8.349754517217195e-06,0.058823529411764705,0.018867924528301886,132.92341842397337
Casual Kurta,Cotton Kurta,1,53,17,119764,8.349754517217195e-06,0.018867924528301886,0.058823529411764705,132.92341842397337
Casual Kurta,Designer Set,1,21,43,119764,8.349754517217195e-06,0.047619047619047616,0.023255813953488372,132.62901439645626
Designer Set,Casual Set,1,43,21,119764,8.349754517217195e-06,0.023255813953488372,0.047619047619047616,132.62901439645626
Casual Set,Designer Set,1,21,43,119764,8.349754517217195e-06,0.047619047619047616,0.023255813953488372,132.62901439645626
Designer Set,Casual Kurta,1,43,21,119764,8.349754517217195e-06,0.023255813953488372,0.047619047619047616,132.62901439645626
Casual Kurta,Casual Kurta,1,43,21,119764,8.349754517217195e-06,0.023255813953488372,0.047619047619047616,132.62901439645626
Casual Kurta,Casual Kurta,1,21,43,119764,8.349754517217195e-06,0.047619047619047616,0.023255813953488372,132.62901439645626
Cotton Kurta,Cotton Kurta,1,113,8,119764,8.349754517217195e-06,0.008849557522123894,0.125,132.48230088495575
Cotton Kurta,Cotton Kurta,1,8,113,119764,8.349754517217195e-06,0.125,0.008849557522123894,132.48230088495575
Cotton Kurta,Casual Kurta,1,9,101,119764,8.349754517217195e-06,0.1111111111111111,0.009900990099009901,131.75357535753577
Casual Dress,Summer Dress,1,9,101,119764,8.349754517217195e-06,0.1111111111111111,0.009900990099009901,131.75357535753577
Casual Kurta,Cotton Kurta,1,101,9,119764,8.349754517217195e-06,0.009900990099009901,0.1111111111111111,131.75357535753574
Summer Dress,Casual Dress,1,101,9,119764,8.349754517217195e-06,0.009900990099009901,0.1111111111111111,131.75357535753574
Cotton Kurta,Stylish Kurta,1,26,35,119764,8.349754517217195e-06,0.038461538461538464,0.02857142857142857,131.60879120879122
Stylish Kurta,Cotton Kurta,1,35,26,119764,8.349754517217195e-06,0.02857142857142857,0.038461538461538464,131.60879120879122
Casual Set,Casual Kurta,1,26,35,119764,8.349754517217195e-06,0.038461538461538464,0.02857142857142857,131.60879120879122
Cotton Kurta,Elegant Set,1,10,91,119764,8.349754517217195e-06,0.1,0.01098901098901099,131.60879120879122
Festival Dress,Designer Set,1,91,10,119764,8.349754517217195e-06,0.01098901098901099,0.1,131.60879120879122
Casual Set,Designer Set,1,26,35,119764,8.349754517217195e-06,0.038461538461538464,0.02857142857142857,131.60879120879122
Designer Set,Casual Set,1,35,26,119764,8.349754517217195e-06,0.02857142857142857,0.038461538461538464,131.60879120879122
Elegant Set,Cotton Kurta,1,91,10,119764,8.349754517217195e-06,0.01098901098901099,0.1,131.60879120879122
Designer Set,Festival Dress,1,10,91,119764,8.349754517217195e-06,0.1,0.01098901098901099,131.60879120879122
Casual Kurta,Casual Set,1,35,26,119764,8.349754517217195e-06,0.02857142857142857,0.038461538461538464,131.60879120879122
Summer Top,Casual Top,1,38,24,119764,8.349754517217195e-06,0.02631578947368421,0.041666666666666664,131.3201754385965
Designer Kurta,Cotton Kurta,1,8,114,119764,8.349754517217195e-06,0.125,0.008771929824561403,131.3201754385965
Cocktail Dress,Summer Dress,1,48,19,119764,8.349754517217195e-06,0.020833333333333332,0.05263157894736842,131.3201754385965
Cotton Kurta,Cotton Kurta,1,8,114,119764,8.349754517217195e-06,0.125,0.008771929824561403,131.3201754385965
Casual Set,Stylish Kurta,1,38,24,119764,8.349754517217195e-06,0.02631578947368421,0.041666666666666664,131.3201754385965
Stylish Kurta,Casual Set,1,24,38,119764,8.349754517217195e-06,0.041666666666666664,0.02631578947368421,131.3201754385965
Summer Dress,Cocktail Dress,1,19,48,119764,8.349754517217195e-06,0.05263157894736842,0.020833333333333332,131.3201754385965
Casual Top,Summer Top,1,24,38,119764,8.349754517217195e-06,0.041666666666666664,0.02631578947368421,131.3201754385965
Formal Top,Casual Dress,1,16,57,119764,8.349754517217195e-06,0.0625,0.017543859649122806,131.3201754385965
Cotton Kurta,Designer Kurta,1,114,8,119764,8.349754517217195e-06,0.008771929824561403,0.125,131.32017543859646
Cotton Kurta,Cotton Kurta,1,114,8,119764,8.349754517217195e-06,0.008771929824561403,0.125,131.32017543859646
Casual Dress,Formal Top,1,57,16,119764,8.349754517217195e-06,0.017543859649122806,0.0625,131.32017543859646
Casual Kurta,Designer Kurta,1,61,15,119764,8.349754517217195e-06,0.01639344262295082,0.06666666666666667,130.8896174863388
Designer Kurta,Casual Kurta,1,15,61,119764,8.349754517217195e-06,0.06666666666666667,0.01639344262295082,130.88961748633878
Elegant Set,Designer Kurta,1,34,27,119764,8.349754517217195e-06,0.029411764705882353,0.037037037037037035,130.46187363834423
Designer Set,Cotton Kurta,1,9,102,119764,8.349754517217195e-06,0.1111111111111111,0.00980392156862745,130.46187363834423
Formal Set,Casual Set,1,27,34,119764,8.349754517217195e-06,0.037037037037037035,0.029411764705882353,130.46187363834423
Casual Set,Formal Set,1,34,27,119764,8.349754517217195e-06,0.029411764705882353,0.037037037037037035,130.46187363834423
Designer Kurta,Cotton Kurta,1,51,18,119764,8.349754517217195e-06,0.0196078431372549,0.05555555555555555,130.46187363834423
Casual Set,Formal Set,1,34,27,119764,8.349754517217195e-06,0.029411764705882353,0.037037037037037035,130.46187363834423
Cotton Kurta,Designer Set,1,102,9,119764,8.349754517217195e-06,0.00980392156862745,0.1111111111111111,130.46187363834423
Cotton Kurta,Designer Kurta,1,18,51,119764,8.349754517217195e-06,0.05555555555555555,0.0196078431372549,130.46187363834423
Designer Set,Elegant Set,1,27,34,119764,8.349754517217195e-06,0.037037037037037035,0.029411764705882353,130.46187363834423
Formal Set,Elegant Set,1,54,17,119764,8.349754517217195e-06,0.018518518518518517,0.058823529411764705,130.46187363834423
Formal Set,Casual Set,1,27,34,119764,8.349754517217195e-06,0.037037037037037035,0.029411764705882353,130.46187363834423
Designer Kurta,Elegant Set,1,27,34,119764,8.349754517217195e-06,0.037037037037037035,0.029411764705882353,130.46187363834423
Elegant Set,Designer Set,1,34,27,119764,8.349754517217195e-06,0.029411764705882353,0.037037037037037035,130.46187363834423
Elegant Set,Formal Set,1,17,54,119764,8.349754517217195e-06,0.058823529411764705,0.018518518518518517,130.46187363834423
Designer Kurta,Designer Kurta,2,40,46,119764,1.669950903443439e-05,0.05,0.043478260869565216,130.17826086956524
Formal Set,Designer Set,1,10,92,119764,8.349754517217195e-06,0.1,0.010869565217391304,130.17826086956524
Designer Kurta,Designer Kurta,1,10,92,119764,8.349754517217195e-06,0.1,0.010869565217391304,130.17826086956524
Designer Kurta,Designer Kurta,1,92,10,119764,8.349754517217195e-06,0.010869565217391304,0.1,130.1782608695652
Designer Kurta,Designer Kurta,2,46,40,119764,1.669950903443439e-05,0.043478260869565216,0.05,130.1782608695652
Designer Set,Formal Set,1,92,10,119764,8.349754517217195e-06,0.010869565217391304,0.1,130.1782608695652
Casual Kurta,Evening Dress,1,12,77,119764,8.349754517217195e-06,0.08333333333333333,0.012987012987012988,129.6147186147186
Evening Dress,Casual Kurta,1,77,12,119764,8.349754517217195e-06,0.012987012987012988,0.08333333333333333,129.6147186147186
Cotton Kurta,Casual Set,1,84,11,119764,8.349754517217195e-06,0.011904761904761904,0.09090909090909091,129.6147186147186
Casual Set,Elegant Set,1,21,44,119764,8.349754517217195e-06,0.047619047619047616,0.022727272727272728,129.6147186147186
Cotton Kurta,Cotton Kurta,2,24,77,119764,1.669950903443439e-05,0.08333333333333333,0.025974025974025976,129.6147186147186
Summer Top,Cotton Kurta,1,77,12,119764,8.349754517217195e-06,0.012987012987012988,0.08333333333333333,129.6147186147186
Casual Set,Cotton Kurta,1,11,84,119764,8.349754517217195e-06,0.09090909090909091,0.011904761904761904,129.6147186147186
Designer Top,Formal Top,2,24,77,119764,1.669950903443439e-05,0.08333333333333333,0.025974025974025976,129.6147186147186
Stylish Kurta,Cotton Kurta,1,21,44,119764,8.349754517217195e-06,0.047619047619047616,0.022727272727272728,129.6147186147186
Designer Kurta,Summer Top,1,12,77,119764,8.349754517217195e-06,0.08333333333333333,0.012987012987012988,129.6147186147186
Elegant Set,Casual Set,1,44,21,119764,8.349754517217195e-06,0.022727272727272728,0.047619047619047616,129.6147186147186
Cotton Kurta,Stylish Kurta,1,44,21,119764,8.349754517217195e-06,0.022727272727272728,0.047619047619047616,129.6147186147186
Cotton Kurta,Summer Top,1,12,77,119764,8.349754517217195e-06,0.08333333333333333,0.012987012987012988,129.6147186147186
Summer Top,Designer Kurta,1,77,12,119764,8.349754517217195e-06,0.012987012987012988,0.08333333333333333,129.6147186147186
Cotton Kurta,Cotton Kurta,2,77,24,119764,1.669950903443439e-05,0.025974025974025976,0.08333333333333333,129.6147186147186
Formal Top,Designer Top,2,77,24,119764,1.669950903443439e-05,0.025974025974025976,0.08333333333333333,129.6147186147186
Stylish Kurta,Stylish Kurta,4,43,86,119764,3.339901806886878e-05,0.09302325581395349,0.046511627906976744,129.54461871281774
Stylish Kurta,Stylish Kurta,4,86,43,119764,3.339901806886878e-05,0.046511627906976744,0.09302325581395349,129.54461871281774
Summer Top,Summer Dress,1,37,25,119764,8.349754517217195e-06,0.02702702702702703,0.04,129.4745945945946
Cotton Kurta,Casual Kurta,1,37,25,119764,8.349754517217195e-06,0.02702702702702703,0.04,129.4745945945946
Casual Kurta,Cotton Kurta,1,25,37,119764,8.349754517217195e-06,0.04,0.02702702702702703,129.47459459459458
Summer Dress,Summer Top,1,25,37,119764,8.349754517217195e-06,0.04,0.02702702702702703,129.47459459459458
Designer Set,Formal Set,1,32,29,119764,8.349754517217195e-06,0.03125,0.034482758620689655,129.05603448275863
Elegant Set,Formal Set,1,16,58,119764,8.349754517217195e-06,0.0625,0.017241379310344827,129.05603448275863
Stylish Kurta,Cocktail Dress,1,8,116,119764,8.349754517217195e-06,0.125,0.008620689655172414,129.05603448275863
Casual Set,Formal Set,1,16,58,119764,8.349754517217195e-06,0.0625,0.017241379310344827,129.05603448275863
Cocktail Dress,Stylish Kurta,1,116,8,119764,8.349754517217195e-06,0.008620689655172414,0.125,129.0560344827586
Formal Set,Elegant Set,1,58,16,119764,8.349754517217195e-06,0.017241379310344827,0.0625,129.0560344827586
Formal Set,Casual Set,1,58,16,119764,8.349754517217195e-06,0.017241379310344827,0.0625,129.0560344827586
Formal Set,Designer Set,1,29,32,119764,8.349754517217195e-06,0.034482758620689655,0.03125,129.0560344827586
Formal Set,Cotton Kurta,1,5,186,119764,8.349754517217195e-06,0.2,0.005376344086021506,128.77849462365592
Formal Set,Elegant Set,1,62,15,119764,8.349754517217195e-06,0.016129032258064516,0.06666666666666667,128.77849462365592
Elegant Set,Cotton Kurta,1,62,15,119764,8.349754517217195e-06,0.016129032258064516,0.06666666666666667,128.77849462365592
Cotton Kurta,Formal Set,1,186,5,119764,8.349754517217195e-06,0.005376344086021506,0.2,128.77849462365592
Elegant Set,Formal Set,1,15,62,119764,8.349754517217195e-06,0.06666666666666667,0.016129032258064516,128.77849462365592
Formal Set,Formal Set,1,30,31,119764,8.349754517217195e-06,0.03333333333333333,0.03225806451612903,128.77849462365592
Formal Top,Formal Set,1,15,62,119764,8.349754517217195e-06,0.06666666666666667,0.016129032258064516,128.77849462365592
Cotton Kurta,Elegant Set,1,15,62,119764,8.349754517217195e-06,0.06666666666666667,0.016129032258064516,128.77849462365592
Formal Set,Formal Top,1,62,15,119764,8.349754517217195e-06,0.016129032258064516,0.06666666666666667,128.77849462365592
Formal Set,Formal Set,1,31,30,119764,8.349754517217195e-06,0.03225806451612903,0.03333333333333333,128.77849462365592
Designer Set,Formal Set,1,133,7,119764,8.349754517217195e-06,0.007518796992481203,0.14285714285714285,128.64017185821697
