item1,item2,pair_count,item1_count,item2_count,total_count,support,confidence_item1_to_item2,confidence_item2_to_item1,lift
Formal Set,Designer Set,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Casual Dress,Casual Dress,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Stylish Kurta,Stylish Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Casual Set,Designer Set,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Stylish Kurta,Designer Kurta,1,32,6,119764,8.349754517217195e-06,0.03125,0.16666666666666666,623.7708333333333
Stylish Kurta,Casual Dress,1,2,97,119764,8.349754517217195e-06,0.5,0.010309278350515464,617.340206185567
Casual Dress,Stylish Kurta,1,97,2,119764,8.349754517217195e-06,0.010309278350515464,0.5,617.3402061855669
Designer Kurta,Cocktail Dress,1,5,39,119764,8.349754517217195e-06,0.2,0.02564102564102564,614.174358974359
Stylish Kurta,Cotton Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Formal Set,Formal Set,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Casual Set,Casual Set,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Casual Set,Casual Set,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Formal Set,Formal Set,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Elegant Set,Designer Set,1,3,65,119764,8.349754517217195e-06,0.3333333333333333,0.015384615384615385,614.1743589743589
Designer Set,Elegant Set,1,65,3,119764,8.349754517217195e-06,0.015384615384615385,0.3333333333333333,614.1743589743589
Cotton Kurta,Stylish Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Designer Kurta,Formal Set,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Elegant Set,Designer Top,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Formal Set,Casual Set,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Casual Set,Formal Set,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Cotton Kurta,Stylish Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Designer Kurta,Cotton Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Cotton Kurta,Cotton Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Designer Kurta,Designer Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Cotton Kurta,Designer Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Designer Kurta,Designer Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Cotton Kurta,Cotton Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Stylish Kurta,Cotton Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Casual Kurta,Stylish Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Designer Top,Elegant Set,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Casual Kurta,Casual Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Casual Kurta,Casual Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Cotton Kurta,Casual Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Cotton Kurta,Cotton Kurta,2,26,15,119764,1.669950903443439e-05,0.07692307692307693,0.13333333333333333,614.1743589743589
Cocktail Dress,Designer Kurta,1,39,5,119764,8.349754517217195e-06,0.02564102564102564,0.2,614.1743589743589
Designer Kurta,Cotton Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Cotton Kurta,Designer Kurta,1,13,15,119764,8.349754517217195e-06,0.07692307692307693,0.06666666666666667,614.1743589743589
Stylish Kurta,Stylish Kurta,2,15,26,119764,1.669950903443439e-05,0.13333333333333333,0.07692307692307693,614.1743589743589
Formal Set,Designer Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Casual Kurta,Cotton Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Stylish Kurta,Casual Kurta,1,15,13,119764,8.349754517217195e-06,0.06666666666666667,0.07692307692307693,614.1743589743589
Stylish Kurta,Stylish Kurta,2,26,15,119764,1.669950903443439e-05,0.07692307692307693,0.13333333333333333,614.1743589743589
Cotton Kurta,Cotton Kurta,2,15,26,119764,1.669950903443439e-05,0.13333333333333333,0.07692307692307693,614.1743589743589
Formal Set,Elegant Set,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Designer Kurta,Casual Kurta,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Casual Kurta,Designer Kurta,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Casual Kurta,Casual Kurta,1,4,49,119764,8.349754517217195e-06,0.25,0.02040816326530612,611.0408163265306
Designer Kurta,Stylish Kurta,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Designer Kurta,Cotton Kurta,2,14,28,119764,1.669950903443439e-05,0.14285714285714285,0.07142857142857142,611.0408163265306
Casual Kurta,Formal Set,1,1,196,119764,8.349754517217195e-06,1.0,0.00510204081632653,611.0408163265306
Elegant Set,Formal Set,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Stylish Kurta,Casual Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Festival Dress,Casual Kurta,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Cotton Kurta,Designer Kurta,2,4,98,119764,1.669950903443439e-05,0.5,0.02040816326530612,611.0408163265306
Formal Set,Casual Set,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Cotton Kurta,Cotton Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Cotton Kurta,Designer Kurta,2,28,14,119764,1.669950903443439e-05,0.07142857142857142,0.14285714285714285,611.0408163265306
Designer Set,Elegant Set,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Casual Kurta,Designer Kurta,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Stylish Kurta,Designer Kurta,1,7,28,119764,8.349754517217195e-06,0.14285714285714285,0.03571428571428571,611.0408163265306
Cotton Kurta,Cotton Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Casual Dress,Summer Dress,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Summer Dress,Casual Dress,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Cotton Kurta,Stylish Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Elegant Set,Designer Set,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Casual Kurta,Stylish Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Casual Set,Formal Set,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Designer Kurta,Casual Kurta,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Casual Kurta,Festival Dress,1,28,7,119764,8.349754517217195e-06,0.03571428571428571,0.14285714285714285,611.0408163265306
Stylish Kurta,Cotton Kurta,1,14,14,119764,8.349754517217195e-06,0.07142857142857142,0.07142857142857142,611.0408163265306
Designer Kurta,Cotton Kurta,2,98,4,119764,1.669950903443439e-05,0.02040816326530612,0.5,611.0408163265305
Casual Kurta,Casual Kurta,1,49,4,119764,8.349754517217195e-06,0.02040816326530612,0.25,611.0408163265305
Formal Set,Casual Kurta,1,196,1,119764,8.349754517217195e-06,0.00510204081632653,1.0,611.0408163265305
Elegant Set,Casual Set,1,33,6,119764,8.349754517217195e-06,0.030303030303030304,0.16666666666666666,604.8686868686868
Casual Kurta,Stylish Kurta,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Casual Set,Casual Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Casual Kurta,Casual Dress,1,6,33,119764,8.349754517217195e-06,0.16666666666666666,0.030303030303030304,604.8686868686868
Cocktail Dress,Evening Dress,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Casual Set,Casual Set,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Stylish Kurta,Cotton Kurta,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Designer Set,Elegant Set,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Formal Set,Elegant Set,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Cotton Kurta,Designer Set,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Evening Dress,Cotton Kurta,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Formal Set,Formal Set,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Elegant Set,Designer Set,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Casual Kurta,Cotton Kurta,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Elegant Set,Formal Set,1,18,11,119764,8.349754517217195e-06,0.05555555555555555,0.09090909090909091,604.8686868686868
Elegant Set,Casual Set,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Designer Kurta,Formal Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Designer Set,Cotton Kurta,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Cotton Kurta,Stylish Kurta,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Evening Dress,Cocktail Dress,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Cotton Kurta,Casual Kurta,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Formal Set,Formal Set,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Casual Kurta,Cotton Kurta,1,3,66,119764,8.349754517217195e-06,0.3333333333333333,0.015151515151515152,604.8686868686868
Cotton Kurta,Evening Dress,1,11,18,119764,8.349754517217195e-06,0.09090909090909091,0.05555555555555555,604.8686868686868
Formal Set,Elegant Set,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Stylish Kurta,Casual Kurta,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Casual Set,Casual Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Casual Set,Casual Set,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Evening Dress,Stylish Kurta,1,6,33,119764,8.349754517217195e-06,0.16666666666666666,0.030303030303030304,604.8686868686868
Stylish Kurta,Evening Dress,1,33,6,119764,8.349754517217195e-06,0.030303030303030304,0.16666666666666666,604.8686868686868
Casual Dress,Casual Kurta,1,33,6,119764,8.349754517217195e-06,0.030303030303030304,0.16666666666666666,604.8686868686868
Casual Set,Elegant Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Cotton Kurta,Casual Kurta,1,66,3,119764,8.349754517217195e-06,0.015151515151515152,0.3333333333333333,604.8686868686868
Formal Set,Formal Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Elegant Set,Formal Set,1,9,22,119764,8.349754517217195e-06,0.1111111111111111,0.045454545454545456,604.8686868686868
Formal Set,Designer Kurta,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Formal Set,Formal Set,1,22,9,119764,8.349754517217195e-06,0.045454545454545456,0.1111111111111111,604.8686868686868
Casual Set,Elegant Set,1,6,33,119764,8.349754517217195e-06,0.16666666666666666,0.030303030303030304,604.8686868686868
Cotton Kurta,Designer Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Designer Set,Formal Set,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Stylish Kurta,Cotton Kurta,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Designer Kurta,Cotton Kurta,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Casual Kurta,Cotton Kurta,1,4,50,119764,8.349754517217195e-06,0.25,0.02,598.82
Cotton Kurta,Casual Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Cotton Kurta,Elegant Set,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Designer Kurta,Cotton Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Cocktail Dress,Cocktail Dress,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Stylish Kurta,Designer Kurta,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Designer Set,Elegant Set,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Formal Set,Designer Set,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Cocktail Dress,Cocktail Dress,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Evening Dress,Casual Dress,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Designer Kurta,Formal Set,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Formal Set,Designer Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Formal Top,Summer Top,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Summer Top,Formal Top,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Casual Kurta,Cotton Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Summer Top,Summer Top,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Formal Top,Elegant Set,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Casual Kurta,Elegant Set,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Elegant Set,Cotton Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Cotton Kurta,Designer Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Designer Kurta,Cotton Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Casual Dress,Evening Dress,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Elegant Set,Designer Set,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Designer Kurta,Casual Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Cotton Kurta,Designer Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Cotton Kurta,Stylish Kurta,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Designer Top,Summer Top,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Casual Kurta,Designer Kurta,1,20,10,119764,8.349754517217195e-06,0.05,0.1,598.82
Formal Set,Elegant Set,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Casual Kurta,Stylish Kurta,1,8,25,119764,8.349754517217195e-06,0.125,0.04,598.82
Designer Kurta,Cotton Kurta,1,10,20,119764,8.349754517217195e-06,0.1,0.05,598.82
Elegant Set,Formal Set,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Stylish Kurta,Casual Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Elegant Set,Formal Top,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Designer Kurta,Stylish Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Cotton Kurta,Designer Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Cotton Kurta,Casual Kurta,1,50,4,119764,8.349754517217195e-06,0.02,0.25,598.8199999999999
Stylish Kurta,Cotton Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Elegant Set,Casual Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Summer Top,Designer Top,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Summer Top,Summer Top,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Cotton Kurta,Stylish Kurta,1,25,8,119764,8.349754517217195e-06,0.04,0.125,598.8199999999999
Elegant Set,Elegant Set,3,43,14,119764,2.5049263551651582e-05,0.06976744186046512,0.21428571428571427,596.8305647840532
Elegant Set,Elegant Set,3,14,43,119764,2.5049263551651582e-05,0.21428571428571427,0.06976744186046512,596.8305647840531
Casual Top,Designer Set,1,3,67,119764,8.349754517217195e-06,0.3333333333333333,0.014925373134328358,595.8407960199005
Designer Set,Casual Top,1,67,3,119764,8.349754517217195e-06,0.014925373134328358,0.3333333333333333,595.8407960199005
Casual Kurta,Stylish Kurta,2,15,27,119764,1.669950903443439e-05,0.13333333333333333,0.07407407407407407,591.4271604938272
Stylish Kurta,Casual Kurta,2,27,15,119764,1.669950903443439e-05,0.07407407407407407,0.13333333333333333,591.4271604938272
Designer Set,Designer Set,1,29,7,119764,8.349754517217195e-06,0.034482758620689655,0.14285714285714285,589.9704433497537
Casual Kurta,Casual Kurta,1,29,7,119764,8.349754517217195e-06,0.034482758620689655,0.14285714285714285,589.9704433497537
Elegant Set,Elegant Set,1,29,7,119764,8.349754517217195e-06,0.034482758620689655,0.14285714285714285,589.9704433497537
Casual Kurta,Casual Kurta,1,29,7,119764,8.349754517217195e-06,0.034482758620689655,0.14285714285714285,589.9704433497537
Designer Set,Stylish Kurta,1,29,7,119764,8.349754517217195e-06,0.034482758620689655,0.14285714285714285,589.9704433497537
