sku,style,category,size,asin
JNE3657-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3657-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3657-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3657-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3659-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3660-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3661-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3661-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3661-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3662-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3662-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3663-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3663-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3663-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3664-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3668-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3669-TU-L,Unknown,Unknown,Unknown,Unknown
JNE3669-TU-M,Unknown,Unknown,Unknown,Unknown
JNE3669-TU-XS,Unknown,Unknown,Unknown,Unknown
JNE3673-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3678-TU-L,Unknown,Unknown,Unknown,Unknown
JNE3679-TU-XL,Unknown,Unknown,Unknown,Unknown
JNE3679-TU-XS,Unknown,Unknown,Unknown,Unknown
JNE3679-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3679-TU-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3680-TU-L,Unknown,Unknown,Unknown,Unknown
JNE3683-TU-L,Unknown,Unknown,Unknown,Unknown
JNE3683-TU-M,Unknown,Unknown,Unknown,Unknown
JNE3683-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3683-TU-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3684-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3693-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3693-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3695-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3695-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3697-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3700-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3712-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-L,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-M,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3713-TP-XXL,Unknown,Unknown,Unknown,Unknown
JNE3717-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3717-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3719-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3722-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3724-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3725-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3729-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3729-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3730-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3736-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3740-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3750-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3750-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3767-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3774-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3779-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3796-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3816-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3825-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3826-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3826-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3826-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3826-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3826-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3827-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3827-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3827-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3827-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3827-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3828-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3828-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3828-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3828-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3828-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3829-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3829-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3829-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3829-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3829-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3830-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3830-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3830-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3830-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3830-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3831-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3831-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3831-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3831-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3831-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3832-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3832-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3832-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3832-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3832-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3839-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3839-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3839-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3839-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3839-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3840-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3840-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3840-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3840-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3840-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3841-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3841-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3841-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3841-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3841-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3842-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3842-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3842-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3842-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3842-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3843-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3843-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3843-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3843-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3843-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3844-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3844-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3844-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3844-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3844-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3845-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3845-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3845-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3845-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3845-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3846-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3846-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3846-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3846-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3846-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3847-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3847-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3847-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3847-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3847-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3848-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3848-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3848-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3848-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3848-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3849-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3849-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3849-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3849-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3849-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3850-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3850-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3850-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3850-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3850-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3851-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3851-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3851-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3851-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3851-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3852-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3852-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3852-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3852-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3853-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3853-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3853-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3853-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3854-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3854-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3854-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3854-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3854-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3855-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3855-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3855-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3855-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3855-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3857-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3857-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3857-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3857-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3857-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3858-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3858-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3858-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3858-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3858-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3859-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3859-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3859-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3859-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3859-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3871-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3872-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3872-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3875-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3886-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3886-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3889-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3889-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3889-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3889-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3890-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3891-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3891-TP-XL,Unknown,Unknown,Unknown,Unknown
JNE3891-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3894-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3895-TP-S,Unknown,Unknown,Unknown,Unknown
JNE3895-TP-XS,Unknown,Unknown,Unknown,Unknown
JNE3896-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3896-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3896-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3896-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3897-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3897-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3897-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3898-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3898-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3899-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3899-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3899-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3899-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3900-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3901-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3903-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3906-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3906-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3906-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3907-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3907-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3907-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3907-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3908-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3909-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3909-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3924-TU-S,Unknown,Unknown,Unknown,Unknown
JNE3924-TU-XL,Unknown,Unknown,Unknown,Unknown
JNE3924-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3924-TU-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-L,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-M,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-S,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-XL,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-XS,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-XXL,Unknown,Unknown,Unknown,Unknown
JNE3925-TU-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-M,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-XL,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-XS,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3926-KR-XXXL,Unknown,Unknown,Unknown,Unknown
JNE3927-KR-L,Unknown,Unknown,Unknown,Unknown
JNE3927-KR-S,Unknown,Unknown,Unknown,Unknown
JNE3927-KR-XXL,Unknown,Unknown,Unknown,Unknown
JNE3927-KR-XXXL,Unknown,Unknown,Unknown,Unknown
MEN5005-KR-S,Unknown,Unknown,Unknown,Unknown
MEN5010-KR-S,Unknown,Unknown,Unknown,Unknown
MEN5012-KR-XXL,Unknown,Unknown,Unknown,Unknown
MEN5015-KR-XXXL,Unknown,Unknown,Unknown,Unknown
MEN5016-KR-L,Unknown,Unknown,Unknown,Unknown
MEN5016-KR-XL,Unknown,Unknown,Unknown,Unknown
MEN5017-KR-XXL,Unknown,Unknown,Unknown,Unknown
MEN5017-KR-XXXL,Unknown,Unknown,Unknown,Unknown
MEN5020-KR-L,Unknown,Unknown,Unknown,Unknown
MEN5020-KR-M,Unknown,Unknown,Unknown,Unknown
MEN5020-KR-XL,Unknown,Unknown,Unknown,Unknown
MEN5020-KR-XXL,Unknown,Unknown,Unknown,Unknown
NW006-ST-SR-XXL,Unknown,Unknown,Unknown,Unknown
NW007-ST-CP-M,Unknown,Unknown,Unknown,Unknown
NW007-ST-CP-S,Unknown,Unknown,Unknown,Unknown
NW007-ST-CP-XS,Unknown,Unknown,Unknown,Unknown
NW020-ST-SR-M,Unknown,Unknown,Unknown,Unknown
NW023-ST-SR-M,Unknown,Unknown,Unknown,Unknown
NW023-ST-SR-S,Unknown,Unknown,Unknown,Unknown
NW023-ST-SR-XS,Unknown,Unknown,Unknown,Unknown
NW023-ST-SR-XXL,Unknown,Unknown,Unknown,Unknown
NW023-ST-SR-XXXL,Unknown,Unknown,Unknown,Unknown
NW027-TP-PJ-L,Unknown,Unknown,Unknown,Unknown
NW036-ST-SR-XL,Unknown,Unknown,Unknown,Unknown
NW038-ST-SR-S,Unknown,Unknown,Unknown,Unknown
PJ0096-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJ0096-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJ0096-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE1906-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE1906-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE1906-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE2014-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE2014-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE2014-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE2100-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE2100-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE2100-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE2171-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE2171-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE2171-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE2199-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE2199-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE2199-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE2270-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE2270-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE2270-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3252-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3252-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3252-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3363-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3363-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3363-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3373-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3373-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3373-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3399-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3399-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3399-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3404-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3405-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3421-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3421-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3421-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3423-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3423-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3423-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3439-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3439-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3439-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3440-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3440-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3440-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3445-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3445-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3445-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3567-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3567-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3567-KR-6XL,Unknown,Unknown,Unknown,Unknown
PJNE3568-KR-4XL,Unknown,Unknown,Unknown,Unknown
PJNE3568-KR-5XL,Unknown,Unknown,Unknown,Unknown
PJNE3568-KR-6XL,Unknown,Unknown,Unknown,Unknown
SAR031,Unknown,Unknown,Unknown,Unknown
SAR033,Unknown,Unknown,Unknown,Unknown
SAR035,Unknown,Unknown,Unknown,Unknown
SAR038,Unknown,Unknown,Unknown,Unknown
SAR043,Unknown,Unknown,Unknown,Unknown
SAR044,Unknown,Unknown,Unknown,Unknown
SAR045,Unknown,Unknown,Unknown,Unknown
SAR047,Unknown,Unknown,Unknown,Unknown
SAR050,Unknown,Unknown,Unknown,Unknown
SAR052,Unknown,Unknown,Unknown,Unknown
SAR054,Unknown,Unknown,Unknown,Unknown
SAR055,Unknown,Unknown,Unknown,Unknown
SAR057,Unknown,Unknown,Unknown,Unknown
SAR058,Unknown,Unknown,Unknown,Unknown
SAR063,Unknown,Unknown,Unknown,Unknown
SAR064,Unknown,Unknown,Unknown,Unknown
SAR065,Unknown,Unknown,Unknown,Unknown
SAR067,Unknown,Unknown,Unknown,Unknown
SAR072,Unknown,Unknown,Unknown,Unknown
SAR073,Unknown,Unknown,Unknown,Unknown
SAR074,Unknown,Unknown,Unknown,Unknown
SAR075,Unknown,Unknown,Unknown,Unknown
SAR079,Unknown,Unknown,Unknown,Unknown
SAR081,Unknown,Unknown,Unknown,Unknown
SAR088,Unknown,Unknown,Unknown,Unknown
SAR090,Unknown,Unknown,Unknown,Unknown
SAR093,Unknown,Unknown,Unknown,Unknown
SAR094,Unknown,Unknown,Unknown,Unknown
SAR095,Unknown,Unknown,Unknown,Unknown
SAR099,Unknown,Unknown,Unknown,Unknown
SAR103,Unknown,Unknown,Unknown,Unknown
SAR104,Unknown,Unknown,Unknown,Unknown
SAR105,Unknown,Unknown,Unknown,Unknown
SAR111,Unknown,Unknown,Unknown,Unknown
SAR116,Unknown,Unknown,Unknown,Unknown
SAR131,Unknown,Unknown,Unknown,Unknown
SAR133,Unknown,Unknown,Unknown,Unknown
SAR139,Unknown,Unknown,Unknown,Unknown
SAR141,Unknown,Unknown,Unknown,Unknown
SAR142,Unknown,Unknown,Unknown,Unknown
SAR143,Unknown,Unknown,Unknown,Unknown
SAR144,Unknown,Unknown,Unknown,Unknown
SAR145,Unknown,Unknown,Unknown,Unknown
SAR146,Unknown,Unknown,Unknown,Unknown
SAR147,Unknown,Unknown,Unknown,Unknown
SAR150,Unknown,Unknown,Unknown,Unknown
SAR151,Unknown,Unknown,Unknown,Unknown
SAR153,Unknown,Unknown,Unknown,Unknown
SAR155,Unknown,Unknown,Unknown,Unknown
SAR156,Unknown,Unknown,Unknown,Unknown
SAR157,Unknown,Unknown,Unknown,Unknown
SAR158,Unknown,Unknown,Unknown,Unknown
SAR160,Unknown,Unknown,Unknown,Unknown
SAR161,Unknown,Unknown,Unknown,Unknown
SAR162,Unknown,Unknown,Unknown,Unknown
SAR164,Unknown,Unknown,Unknown,Unknown
SAR167,Unknown,Unknown,Unknown,Unknown
SAR168,Unknown,Unknown,Unknown,Unknown
SAR169,Unknown,Unknown,Unknown,Unknown
SAR170,Unknown,Unknown,Unknown,Unknown
SAR171,Unknown,Unknown,Unknown,Unknown
SAR172,Unknown,Unknown,Unknown,Unknown
SAR175,Unknown,Unknown,Unknown,Unknown
SAR176,Unknown,Unknown,Unknown,Unknown
SAR177,Unknown,Unknown,Unknown,Unknown
